,Year,intersection
0,2011.0,50.0
1,2012.0,51.0
2,2013.0,84.0
3,2014.0,56.0
4,2015.0,62.0
5,2016.0,60.0
6,2017.0,134.0
7,2018.0,94.0
8,2019.0,184.0
9,2020.0,254.0
10,2021.0,765.0
11,2022.0,845.0
12,2023.0,946.0
