,Year,LC_grouping,Climate,Health,Intersection
0,2011.0,Africa,1.0,1.0,0.0
1,2012.0,Africa,1.0,1.0,1.0
2,2013.0,Africa,0.0,1.0,0.0
3,2014.0,Africa,0.33,1.0,0.33
4,2015.0,Africa,0.25,1.0,0.25
5,2016.0,Africa,0.33,1.0,0.33
6,2017.0,Africa,0.0,1.0,0.0
7,2018.0,Africa,0.0,1.0,0.0
8,2019.0,Africa,0.0,1.0,0.0
9,2020.0,Africa,0.0,1.0,0.0
10,2021.0,Africa,0.5,1.0,0.5
11,2022.0,Africa,0.67,1.0,0.33
