,Year,intersection
0,2011.0,8.0
1,2012.0,7.0
2,2013.0,0.0
3,2014.0,26.0
4,2015.0,10.0
5,2016.0,3.0
6,2017.0,2.0
7,2018.0,2.0
8,2019.0,8.0
9,2020.0,4.0
10,2021.0,40.0
11,2022.0,37.0
12,2023.0,86.0
