Year,total_docs,hits,documents,prop_doct
2011.0,2,0,0,0.0
2012.0,4,0,0,0.0
2014.0,2,0,0,0.0
2015.0,2,0,0,0.0
2016.0,2,0,0,0.0
2017.0,2,0,0,0.0
2018.0,2,0,0,0.0
2019.0,5,0,0,0.0
2020.0,4,0,0,0.0
2021.0,13,5,2,0.15
2022.0,14,2,1,0.07
2023.0,15,2,1,0.07
