Year,total_docs,hits,documents,prop_doct
2011.0,9,0,0,0.0
2012.0,7,0,0,0.0
2013.0,12,0,0,0.0
2014.0,10,0,0,0.0
2015.0,8,0,0,0.0
2016.0,10,0,0,0.0
2017.0,9,0,0,0.0
2018.0,5,0,0,0.0
2019.0,6,1,1,0.17
2020.0,4,0,0,0.0
2021.0,14,1,1,0.07
2022.0,12,0,0,0.0
2023.0,17,7,5,0.29
