,Year,Intersection (Prop)
0,2011.0,0.18
1,2012.0,0.14
2,2013.0,0.14
3,2014.0,0.14
4,2015.0,0.15
5,2016.0,0.16
6,2017.0,0.17
7,2018.0,0.19
8,2019.0,0.2
9,2020.0,0.29
10,2021.0,0.37
11,2022.0,0.38
12,2023.0,0.6
