,Year,intersection
0,2011.0,1070.0
1,2012.0,1027.0
2,2013.0,1221.0
3,2014.0,1192.0
4,2015.0,1244.0
5,2016.0,1511.0
6,2017.0,1798.0
7,2018.0,1797.0
8,2019.0,2346.0
9,2020.0,3307.0
10,2021.0,8905.0
11,2022.0,10041.0
12,2023.0,16239.0
