Year,total_docs,hits,documents,prop_doct
2011.0,374,14,10,0.03
2012.0,427,25,16,0.04
2013.0,458,17,11,0.02
2014.0,455,25,15,0.03
2015.0,519,26,14,0.03
2016.0,559,42,25,0.04
2017.0,642,56,39,0.06
2018.0,709,75,52,0.07
2019.0,829,139,88,0.11
2020.0,1029,138,96,0.09
2021.0,2097,346,196,0.09
2022.0,2337,381,225,0.1
2023.0,2744,835,434,0.16
