,Year,intersection
0,2011.0,9.0
1,2012.0,9.0
2,2013.0,28.0
3,2014.0,44.0
4,2015.0,26.0
5,2016.0,27.0
6,2017.0,29.0
7,2018.0,66.0
8,2019.0,51.0
9,2020.0,82.0
10,2021.0,236.0
11,2022.0,400.0
12,2023.0,602.0
