Year,total_docs,hits,documents,prop_doct
2016.0,1,0,0,0.0
2019.0,2,0,0,0.0
2020.0,1,0,0,0.0
2021.0,1,0,0,0.0
2022.0,1,0,0,0.0
2023.0,10,7,3,0.3
