,index,LC_grouping,Year,intersection,climate,health,sum
0,0,Asia,2013.0,0.0,5.0,174.0,179.0
1,1,Asia,2014.0,0.0,0.0,0.0,0.0
2,2,Asia,2015.0,0.0,0.0,26.0,26.0
3,3,Asia,2016.0,2.0,33.0,49.0,84.0
4,4,Asia,2017.0,0.0,2.0,8.0,10.0
5,5,Asia,2018.0,0.0,4.0,19.0,23.0
6,6,Asia,2019.0,3.0,25.0,25.0,53.0
7,7,Asia,2020.0,1.0,6.0,6.0,13.0
8,8,Asia,2021.0,1.0,18.0,54.0,73.0
9,9,Asia,2022.0,13.0,28.0,139.0,180.0
10,10,Asia,2023.0,134.0,1058.0,1020.0,2212.0
