Year,total_docs,hits,documents,prop_doct
2012.0,1,0,0,0.0
2013.0,1,0,0,0.0
2014.0,2,0,0,0.0
2015.0,1,0,0,0.0
2016.0,3,2,1,0.33
2017.0,4,0,0,0.0
2018.0,4,2,1,0.25
2019.0,6,3,2,0.33
2020.0,5,3,2,0.4
2021.0,6,1,1,0.17
2022.0,4,2,2,0.5
2023.0,4,1,1,0.25
