,Year,intersection
0,2011.0,7.0
1,2012.0,20.0
2,2013.0,12.0
3,2014.0,15.0
4,2015.0,16.0
5,2016.0,21.0
6,2017.0,14.0
7,2018.0,35.0
8,2019.0,47.0
9,2020.0,35.0
10,2021.0,183.0
11,2022.0,163.0
12,2023.0,158.0
