Year,total_docs,hits,documents,prop_doct
2011.0,5,0,0,0.0
2012.0,7,0,0,0.0
2013.0,6,0,0,0.0
2014.0,9,0,0,0.0
2015.0,9,0,0,0.0
2016.0,9,0,0,0.0
2017.0,9,0,0,0.0
2018.0,17,1,1,0.06
2019.0,17,0,0,0.0
2020.0,13,0,0,0.0
2021.0,38,3,2,0.05
2022.0,40,1,1,0.02
2023.0,29,3,3,0.1
