,Year,total_docs,hits,documents,prop_doct
0,2013.0,1,0,0,0.0
1,2014.0,3,0,0,0.0
2,2018.0,2,0,0,0.0
3,2019.0,1,0,0,0.0
4,2020.0,3,3,1,0.33
5,2021.0,3,2,1,0.33
6,2022.0,6,2,1,0.17
7,2023.0,6,10,3,0.5
