,Year,intersection
0,2011.0,16.0
1,2012.0,14.0
2,2013.0,14.0
3,2014.0,10.0
4,2015.0,15.0
5,2016.0,27.0
6,2017.0,11.0
7,2018.0,44.0
8,2019.0,47.0
9,2020.0,90.0
10,2021.0,202.0
11,2022.0,271.0
12,2023.0,179.0
