,Year,total_docs,hits,documents,prop_doct
0,2012.0,5,0,0,0.0
1,2013.0,6,0,0,0.0
2,2014.0,6,0,0,0.0
3,2015.0,6,0,0,0.0
4,2016.0,5,0,0,0.0
5,2017.0,6,0,0,0.0
6,2018.0,10,0,0,0.0
7,2019.0,16,0,0,0.0
8,2020.0,18,2,1,0.06
9,2021.0,30,4,3,0.1
10,2022.0,33,6,4,0.12
11,2023.0,30,11,7,0.23
