,Year,total_docs,hits,documents,prop_doct
0,2012.0,17,0,0,0.0
1,2013.0,15,0,0,0.0
2,2014.0,11,1,1,0.09
3,2015.0,10,0,0,0.0
4,2016.0,17,0,0,0.0
5,2017.0,14,0,0,0.0
6,2018.0,19,0,0,0.0
7,2019.0,20,2,1,0.05
8,2020.0,28,5,4,0.14
9,2021.0,71,8,6,0.08
10,2022.0,79,18,8,0.1
11,2023.0,151,86,44,0.29
