,Year,intersection
0,2011.0,33.0
1,2012.0,35.0
2,2013.0,36.0
3,2014.0,25.0
4,2015.0,13.0
5,2016.0,28.0
6,2017.0,20.0
7,2018.0,56.0
8,2019.0,40.0
9,2020.0,59.0
10,2021.0,250.0
11,2022.0,301.0
12,2023.0,813.0
