,Year,intersection
0,2011.0,2.0
1,2012.0,1.0
2,2013.0,2.0
3,2014.0,1.0
4,2015.0,1.0
5,2016.0,0.0
6,2017.0,21.0
7,2018.0,11.0
8,2019.0,9.0
9,2020.0,16.0
10,2021.0,33.0
11,2022.0,99.0
12,2023.0,249.0
