,Year,LC_grouping,Climate,Health,Intersection
0,2017.0,Africa,0.0,1.0,0.0
1,2018.0,Africa,1.0,1.0,0.0
2,2019.0,Africa,0.0,1.0,0.0
3,2020.0,Africa,0.0,0.0,0.0
4,2022.0,Africa,0.5,1.0,0.0
5,2023.0,Africa,1.0,1.0,0.0
