,Year,total_docs,hits,documents,prop_doct
0,2012.0,9,1,1,0.11
1,2013.0,5,0,0,0.0
2,2014.0,12,0,0,0.0
3,2015.0,10,0,0,0.0
4,2016.0,7,0,0,0.0
5,2017.0,5,0,0,0.0
6,2018.0,6,1,1,0.17
7,2019.0,6,0,0,0.0
8,2020.0,7,0,0,0.0
9,2021.0,16,2,2,0.12
10,2022.0,11,1,1,0.09
11,2023.0,26,17,11,0.42
