,Year,total_docs,hits,documents,prop_doct
0,2012.0,36,0,0,0.0
1,2013.0,28,0,0,0.0
2,2014.0,32,0,0,0.0
3,2015.0,28,0,0,0.0
4,2016.0,22,0,0,0.0
5,2017.0,33,2,1,0.03
6,2018.0,24,5,2,0.08
7,2019.0,25,0,0,0.0
8,2020.0,21,1,1,0.05
9,2021.0,47,0,0,0.0
10,2022.0,66,3,2,0.03
11,2023.0,63,20,9,0.14
