,Year,intersection
0,2011.0,1.0
1,2012.0,0.0
2,2013.0,7.0
3,2014.0,3.0
4,2015.0,7.0
5,2016.0,3.0
6,2017.0,15.0
7,2018.0,14.0
8,2019.0,22.0
9,2020.0,51.0
10,2021.0,124.0
11,2022.0,150.0
12,2023.0,246.0
