Year,total_docs,hits,documents,prop_doct
2011.0,1,0,0,0.0
2013.0,2,0,0,0.0
2014.0,2,0,0,0.0
2015.0,5,0,0,0.0
2016.0,2,0,0,0.0
2017.0,7,0,0,0.0
2018.0,7,0,0,0.0
2019.0,11,1,1,0.09
2020.0,14,8,3,0.21
2021.0,28,6,4,0.14
2022.0,34,1,1,0.03
2023.0,44,9,7,0.16
