,Year,total_docs,hits,documents,prop_doct
0,2013.0,1,0,0,0.0
1,2014.0,1,0,0,0.0
2,2015.0,1,0,0,0.0
3,2016.0,1,0,0,0.0
4,2017.0,3,0,0,0.0
5,2018.0,2,0,0,0.0
6,2020.0,4,4,1,0.25
7,2021.0,4,3,1,0.25
8,2022.0,6,2,1,0.17
9,2023.0,5,5,2,0.4
