,Year,intersection
0,2013.0,0.0
1,2014.0,0.0
2,2016.0,0.0
3,2017.0,0.0
4,2018.0,1.0
5,2020.0,3.0
6,2021.0,3.0
7,2022.0,2.0
8,2023.0,5.0
