Year,total_docs,hits,documents,prop_doct
2011.0,22,0,0,0.0
2012.0,26,2,1,0.04
2013.0,34,1,1,0.03
2014.0,26,6,5,0.19
2015.0,34,0,0,0.0
2016.0,37,8,4,0.11
2017.0,44,3,3,0.07
2018.0,46,8,6,0.13
2019.0,53,19,12,0.23
2020.0,69,18,11,0.16
2021.0,137,37,20,0.15
2022.0,154,36,22,0.14
2023.0,147,79,24,0.16
