,Year,total_docs,hits,documents,prop_doct
0,2012.0,26,1,1,0.04
1,2013.0,34,3,2,0.06
2,2014.0,26,2,1,0.04
3,2015.0,34,4,2,0.06
4,2016.0,37,7,5,0.14
5,2017.0,44,4,4,0.09
6,2018.0,46,8,5,0.11
7,2019.0,53,14,9,0.17
8,2020.0,69,12,6,0.09
9,2021.0,137,109,50,0.36
10,2022.0,154,108,47,0.31
11,2023.0,147,201,63,0.43
