,Year,intersection
0,2011.0,112.0
1,2012.0,83.0
2,2013.0,113.0
3,2014.0,101.0
4,2015.0,191.0
5,2016.0,213.0
6,2017.0,203.0
7,2018.0,174.0
8,2019.0,211.0
9,2020.0,274.0
10,2021.0,787.0
11,2022.0,921.0
12,2023.0,1043.0
