,Sector,Climate,Health,Intersection,Year
0,electricity,1.0,1.0,1.0,2023
1,general industrials,0.0,1.0,0.0,2023
2,life insurance,1.0,1.0,0.5,2023
3,not applicable,0.0,1.0,0.0,2023
4,software & computer services,0.0,1.0,0.0,2023
5,technology hardware & equip...,1.0,1.0,0.0,2023
6,travel & leisure,1.0,1.0,0.0,2023
