,WHO,Year,intersection,climate,health,sum
0,Europe,2011.0,1.0,11.0,33.0,45.0
1,Europe,2012.0,0.0,6.0,3.0,9.0
2,Europe,2013.0,0.0,4.0,15.0,19.0
3,Europe,2014.0,0.0,2.0,9.0,11.0
4,Europe,2015.0,0.0,0.0,1.0,1.0
5,Europe,2016.0,0.0,2.0,46.0,48.0
6,Europe,2017.0,0.0,1.0,13.0,14.0
7,Europe,2018.0,0.0,1.0,29.0,30.0
8,Europe,2019.0,0.0,3.0,31.0,34.0
9,Europe,2020.0,0.0,8.0,32.0,40.0
10,Europe,2021.0,1.0,11.0,34.0,46.0
11,Europe,2022.0,0.0,15.0,35.0,50.0
12,Europe,2023.0,0.0,18.0,36.0,54.0
