Year,total_docs,hits,documents,prop_doct
2011.0,1,0,0,0.0
2012.0,2,0,0,0.0
2013.0,2,0,0,0.0
2014.0,1,0,0,0.0
2017.0,1,0,0,0.0
2019.0,1,0,0,0.0
2020.0,1,0,0,0.0
2021.0,2,0,0,0.0
2022.0,1,0,0,0.0
2023.0,6,2,1,0.17
