Year,total_docs,hits,documents,prop_doct
2011.0,2,0,0,0.0
2012.0,1,0,0,0.0
2013.0,1,0,0,0.0
2014.0,1,0,0,0.0
2015.0,2,0,0,0.0
2016.0,2,0,0,0.0
2017.0,2,0,0,0.0
2018.0,2,1,1,0.5
2019.0,1,0,0,0.0
2020.0,2,0,0,0.0
2021.0,3,0,0,0.0
2022.0,5,1,1,0.2
2023.0,5,2,1,0.2
