,Year,intersection
0,2011.0,7.0
1,2012.0,7.0
2,2013.0,3.0
3,2014.0,3.0
4,2015.0,2.0
5,2016.0,5.0
6,2017.0,3.0
7,2018.0,3.0
8,2019.0,3.0
9,2020.0,3.0
10,2021.0,6.0
11,2022.0,13.0
12,2023.0,22.0
