,WHO,Year,intersection,climate,health,sum
0,Americas,2011.0,0.0,0.0,10.0,10.0
1,Americas,2012.0,0.0,34.0,21.0,55.0
2,Americas,2013.0,0.0,2.0,2.0,4.0
3,Americas,2014.0,0.0,0.0,0.0,0.0
4,Americas,2015.0,1.0,19.0,51.0,71.0
5,Americas,2016.0,1.0,27.0,78.0,106.0
6,Americas,2017.0,0.0,7.0,64.0,71.0
7,Americas,2018.0,1.0,4.0,40.0,45.0
8,Americas,2019.0,0.0,12.0,35.0,47.0
9,Americas,2020.0,0.0,4.0,12.0,16.0
10,Americas,2021.0,1.0,17.0,116.0,134.0
11,Americas,2022.0,2.0,21.0,133.0,156.0
