,Year,intersection
0,2011.0,17.0
1,2012.0,27.0
2,2013.0,39.0
3,2014.0,36.0
4,2015.0,18.0
5,2016.0,29.0
6,2017.0,47.0
7,2018.0,52.0
8,2019.0,38.0
9,2020.0,52.0
10,2021.0,168.0
11,2022.0,110.0
12,2023.0,161.0
