Year,total_docs,hits,documents,prop_doct
2012.0,2,0,0,0.0
2013.0,2,0,0,0.0
2014.0,1,0,0,0.0
2015.0,2,0,0,0.0
2016.0,2,0,0,0.0
2017.0,2,0,0,0.0
2018.0,2,0,0,0.0
2019.0,3,2,1,0.33
2020.0,6,1,1,0.17
2021.0,12,5,4,0.33
2022.0,6,0,0,0.0
2023.0,10,3,2,0.2
