Year,total_docs,hits,documents,prop_doct
2016.0,2,3,1,0.5
2017.0,2,0,0,0.0
2018.0,1,0,0,0.0
2019.0,2,0,0,0.0
2020.0,2,0,0,0.0
2021.0,6,4,2,0.33
2022.0,5,1,1,0.2
2023.0,9,5,3,0.33
