,Year,total_docs,hits,documents,prop_doct
0,2016.0,2,0,0,0.0
1,2017.0,2,0,0,0.0
2,2018.0,1,0,0,0.0
3,2019.0,2,0,0,0.0
4,2020.0,2,1,1,0.5
5,2021.0,6,4,2,0.33
6,2022.0,5,8,2,0.4
7,2023.0,9,4,2,0.22
