,Year,total_docs,hits,documents,prop_doct
0,2014.0,1,0,0,0.0
1,2016.0,1,0,0,0.0
2,2017.0,6,0,0,0.0
3,2018.0,1,0,0,0.0
4,2021.0,1,0,0,0.0
5,2023.0,3,0,0,0.0
