,HDI Level (2021),Year,intersection,climate,health,sum
0,Medium,2011.0,0.0,0.0,3.0,3.0
1,Medium,2012.0,4.0,6.0,162.0,172.0
2,Medium,2015.0,0.0,0.0,0.0,0.0
3,Medium,2016.0,0.0,1.0,38.0,39.0
4,Medium,2017.0,0.0,20.0,45.0,65.0
5,Medium,2018.0,0.0,9.0,58.0,67.0
6,Medium,2019.0,2.0,30.0,22.0,54.0
7,Medium,2020.0,0.0,9.0,18.0,27.0
8,Medium,2021.0,1.0,26.0,58.0,85.0
9,Medium,2022.0,6.0,86.0,207.0,299.0
10,Medium,2023.0,12.0,198.0,185.0,395.0
