Year,total_docs,hits,documents,prop_doct
2011.0,2,0,0,0.0
2013.0,1,0,0,0.0
2014.0,2,0,0,0.0
2015.0,3,0,0,0.0
2016.0,3,0,0,0.0
2017.0,5,0,0,0.0
2018.0,5,0,0,0.0
2019.0,5,1,1,0.2
2020.0,3,0,0,0.0
2021.0,15,4,2,0.13
2022.0,17,3,2,0.12
2023.0,16,6,3,0.19
