,Year,intersection
0,2011.0,22.0
1,2012.0,21.0
2,2013.0,11.0
3,2014.0,9.0
4,2015.0,8.0
5,2016.0,7.0
6,2017.0,18.0
7,2018.0,22.0
8,2019.0,60.0
9,2020.0,94.0
10,2021.0,218.0
11,2022.0,263.0
12,2023.0,306.0
