Year,total_docs,hits,documents,prop_doct
2011.0,10,0,0,0.0
2012.0,9,0,0,0.0
2013.0,8,0,0,0.0
2014.0,7,0,0,0.0
2015.0,7,0,0,0.0
2016.0,5,0,0,0.0
2017.0,9,2,2,0.22
2018.0,7,1,1,0.14
2019.0,7,1,1,0.14
2020.0,8,0,0,0.0
2021.0,24,1,1,0.04
2022.0,45,3,3,0.07
2023.0,39,6,3,0.08
