,Year,intersection
0,2011.0,24.0
1,2012.0,21.0
2,2013.0,13.0
3,2014.0,16.0
4,2015.0,26.0
5,2016.0,16.0
6,2017.0,30.0
7,2018.0,16.0
8,2019.0,34.0
9,2020.0,48.0
10,2021.0,86.0
11,2022.0,285.0
12,2023.0,139.0
